Source	Target	Type	Weight
18301	18300	Directed	1
1901	18302	Directed	1
18303	18302	Directed	1
273	18304	Directed	1
5430	18304	Directed	1
2885	18305	Directed	1
1141	18305	Directed	1
187	18306	Directed	1
18307	18306	Directed	1
706	18308	Directed	1
6041	18308	Directed	1
1643	18309	Directed	1
526	18309	Directed	1
273	18310	Directed	1
18311	18310	Directed	1
706	18312	Directed	1
6031	18312	Directed	1
71	18313	Directed	1
6356	18313	Directed	1
110	18314	Directed	1
358	18314	Directed	1
18316	18315	Directed	1
1154	18315	Directed	1
295	18317	Directed	1
11651	18317	Directed	1
3302	18318	Directed	1
1249	18318	Directed	1
273	18319	Directed	1
7003	18319	Directed	1
2828	18320	Directed	1
121	18320	Directed	1
40	18321	Directed	1
135	18322	Directed	1
233	18322	Directed	1
303	18323	Directed	1
5275	18323	Directed	1
22	18324	Directed	1
123	18324	Directed	1
17567	18325	Directed	1
88	18325	Directed	1
18327	18326	Directed	1
1154	18326	Directed	1
18329	18328	Directed	1
1154	18328	Directed	1
261	18330	Directed	1
82	18330	Directed	1
2594	18331	Directed	1
5575	18331	Directed	1
82	18332	Directed	1
1022	18332	Directed	1
862	18332	Directed	1
377	18333	Directed	1
18334	18333	Directed	1
718	18335	Directed	1
1812	18335	Directed	1
390	18336	Directed	1
235	18336	Directed	1
670	18337	Directed	1
235	18337	Directed	1
18338	18337	Directed	1
267	18339	Directed	1
2307	18339	Directed	1
3312	18340	Directed	1
233	18340	Directed	1
418	18341	Directed	1
18342	18341	Directed	1
3845	18343	Directed	1
1111	18343	Directed	1
2885	18344	Directed	1
502	18344	Directed	1
18346	18345	Directed	1
550	18345	Directed	1
13196	18347	Directed	1
1648	18347	Directed	1
17810	18348	Directed	1
7845	18348	Directed	1
381	18349	Directed	1
18350	18349	Directed	1
303	18351	Directed	1
26	18351	Directed	1
1373	18352	Directed	1
18353	18352	Directed	1
135	18354	Directed	1
135	18354	Directed	1
295	18355	Directed	1
453	18355	Directed	1
261	18356	Directed	1
316	18356	Directed	1
18294	18357	Directed	1
267	18357	Directed	1
409	18358	Directed	1
18359	18358	Directed	1
295	18360	Directed	1
111	18360	Directed	1
295	18361	Directed	1
15630	18361	Directed	1
3330	18362	Directed	1
18363	18362	Directed	1
709	18364	Directed	1
2015	18364	Directed	1
134	18366	Directed	1
10575	18366	Directed	1
1727	18367	Directed	1
18368	18367	Directed	1
18371	18370	Directed	1
1195	18370	Directed	1
2594	18372	Directed	1
18373	18372	Directed	1
6396	18374	Directed	1
185	18374	Directed	1
2726	18375	Directed	1
14314	18375	Directed	1
1283	18376	Directed	1
6017	18376	Directed	1
706	18377	Directed	1
18378	18377	Directed	1
18380	18379	Directed	1
330	18379	Directed	1
1283	18381	Directed	1
6325	18381	Directed	1
432	18382	Directed	1
235	18382	Directed	1
2536	18382	Directed	1
273	18383	Directed	1
15216	18383	Directed	1
1447	18384	Directed	1
18385	18384	Directed	1
901	18386	Directed	1
18387	18386	Directed	1
7136	18388	Directed	1
360	18388	Directed	1
3330	18389	Directed	1
3739	18389	Directed	1
1751	5367	Directed	1
82	5367	Directed	1
1751	18390	Directed	1
15594	18390	Directed	1
252	18391	Directed	1
18392	18391	Directed	1
2453	18393	Directed	1
1444	18393	Directed	1
3302	18394	Directed	1
72	18394	Directed	1
3259	18395	Directed	1
18396	18395	Directed	1
18398	18397	Directed	1
18399	18397	Directed	1
221	18400	Directed	1
18401	18400	Directed	1
252	18402	Directed	1
10094	18402	Directed	1
5170	18402	Directed	1
9255	18403	Directed	1
235	18403	Directed	1
47	18404	Directed	1
11120	18404	Directed	1
8	18405	Directed	1
18406	18405	Directed	1
742	18407	Directed	1
1316	18407	Directed	1
267	18409	Directed	1
18410	18409	Directed	1
8272	18411	Directed	1
391	18411	Directed	1
6922	18412	Directed	1
18413	18412	Directed	1
295	18415	Directed	1
18416	18415	Directed	1
19	18417	Directed	1
9925	18417	Directed	1
3894	18418	Directed	1
295	18418	Directed	1
134	18419	Directed	1
18420	18419	Directed	1
706	18421	Directed	1
18422	18421	Directed	1
14669	18424	Directed	1
60	18424	Directed	1
484	18425	Directed	1
18426	18425	Directed	1
219	18427	Directed	1
115	18427	Directed	1
31	18428	Directed	1
18429	18428	Directed	1
18431	18430	Directed	1
16631	18430	Directed	1
5032	18432	Directed	1
6776	18432	Directed	1
18268	18434	Directed	1
631	18434	Directed	1
273	18435	Directed	1
1154	18435	Directed	1
17810	18436	Directed	1
18437	18436	Directed	1
134	18438	Directed	1
11120	18438	Directed	1
273	18439	Directed	1
9457	18439	Directed	1
273	18441	Directed	1
12362	18441	Directed	1
706	18442	Directed	1
2775	18442	Directed	1
2115	18443	Directed	1
526	18443	Directed	1
672	18444	Directed	1
8633	18444	Directed	1
3115	18446	Directed	1
8684	18446	Directed	1
8	18447	Directed	1
18448	18447	Directed	1
18450	18449	Directed	1
901	18449	Directed	1
273	18451	Directed	1
17320	18451	Directed	1
159	18452	Directed	1
120	18452	Directed	1
2072	18453	Directed	1
18454	18453	Directed	1
848	18455	Directed	1
18456	18455	Directed	1
660	18458	Directed	1
60	18458	Directed	1
3154	18459	Directed	1
595	18459	Directed	1
18463	18462	Directed	1
3553	18462	Directed	1
3330	18465	Directed	1
1870	18465	Directed	1
670	18466	Directed	1
235	18466	Directed	1
6191	18466	Directed	1
273	18467	Directed	1
12472	18467	Directed	1
273	18470	Directed	1
13464	18470	Directed	1
7729	18471	Directed	1
433	18471	Directed	1
273	18472	Directed	1
8479	18472	Directed	1
538	18473	Directed	1
18474	18473	Directed	1
18476	18475	Directed	1
391	18475	Directed	1
2726	18477	Directed	1
18478	18477	Directed	1
2944	18479	Directed	1
5168	18479	Directed	1
2944	18479	Directed	1
706	18481	Directed	1
1942	18481	Directed	1
4443	18482	Directed	1
901	18482	Directed	1
295	18483	Directed	1
1467	18483	Directed	1
1257	18484	Directed	1
377	18484	Directed	1
31	18486	Directed	1
1522	18486	Directed	1
18488	18487	Directed	1
901	18487	Directed	1
706	18489	Directed	1
18490	18489	Directed	1
273	18491	Directed	1
9248	18491	Directed	1
134	18492	Directed	1
60	18492	Directed	1
18494	18493	Directed	1
631	18493	Directed	1
273	18495	Directed	1
15968	18495	Directed	1
64	18496	Directed	1
14732	18496	Directed	1
815	18497	Directed	1
18498	18497	Directed	1
660	18499	Directed	1
18500	18499	Directed	1
273	18501	Directed	1
6626	18501	Directed	1
295	18502	Directed	1
6356	18502	Directed	1
309	18503	Directed	1
18504	18503	Directed	1
1650	18505	Directed	1
18506	18505	Directed	1
159	18507	Directed	1
3956	18507	Directed	1
3330	18508	Directed	1
2919	18508	Directed	1
1909	18509	Directed	1
3626	18509	Directed	1
988	18510	Directed	1
520	18510	Directed	1
988	18510	Directed	1
4666	18511	Directed	1
1249	18511	Directed	1
18513	18512	Directed	1
174	18512	Directed	1
1257	18514	Directed	1
10265	18514	Directed	1
249	18515	Directed	1
12421	18515	Directed	1
47	18518	Directed	1
18519	18518	Directed	1
1283	18520	Directed	1
155	18520	Directed	1
140	4377	Directed	1
267	4377	Directed	1
2594	18521	Directed	1
4921	18521	Directed	1
11148	18522	Directed	1
82	18522	Directed	1
706	18523	Directed	1
18524	18523	Directed	1
538	18525	Directed	1
7750	18525	Directed	1
18527	18526	Directed	1
391	18526	Directed	1
18529	18528	Directed	1
60	18528	Directed	1
47	18530	Directed	1
18531	18530	Directed	1
129	18532	Directed	1
18533	18532	Directed	1
355	18534	Directed	1
18535	18534	Directed	1
660	18536	Directed	1
7371	18536	Directed	1
295	18537	Directed	1
7750	18537	Directed	1
3115	18538	Directed	1
1327	18538	Directed	1
8	18539	Directed	1
18540	18539	Directed	1
5168	18541	Directed	1
2781	18541	Directed	1
538	18542	Directed	1
7416	18542	Directed	1
295	18543	Directed	1
4293	18543	Directed	1
18545	18544	Directed	1
391	18544	Directed	1
377	18546	Directed	1
3486	18546	Directed	1
1069	18547	Directed	1
3874	18547	Directed	1
82	18547	Directed	1
956	18548	Directed	1
2165	18548	Directed	1
18550	18549	Directed	1
561	18549	Directed	1
10577	18551	Directed	1
1259	18551	Directed	1
5101	18552	Directed	1
18553	18552	Directed	1
273	18554	Directed	1
9716	18554	Directed	1
706	18555	Directed	1
18556	18555	Directed	1
707	18557	Directed	1
267	18557	Directed	1
538	18558	Directed	1
7069	18558	Directed	1
7760	18559	Directed	1
689	18559	Directed	1
2493	18560	Directed	1
1154	18560	Directed	1
34	18561	Directed	1
12931	18561	Directed	1
706	18562	Directed	1
1861	18562	Directed	1
1411	18563	Directed	1
2422	18563	Directed	1
706	18564	Directed	1
18565	18564	Directed	1
538	18566	Directed	1
111	18566	Directed	1
18568	18567	Directed	1
934	18567	Directed	1
295	18569	Directed	1
5764	18569	Directed	1
2594	18570	Directed	1
1199	18570	Directed	1
538	18571	Directed	1
7371	18571	Directed	1
34	18572	Directed	1
18573	18572	Directed	1
82	18574	Directed	1
18575	18574	Directed	1
18577	18576	Directed	1
118	18576	Directed	1
5899	18578	Directed	1
5899	18578	Directed	1
4278	18579	Directed	1
62	18579	Directed	1
5032	18580	Directed	1
39	18580	Directed	1
706	18581	Directed	1
6094	18581	Directed	1
660	18582	Directed	1
18583	18582	Directed	1
295	18584	Directed	1
7069	18584	Directed	1
273	18585	Directed	1
1727	18585	Directed	1
295	18586	Directed	1
6416	18586	Directed	1
707	18587	Directed	1
18588	18587	Directed	1
273	18589	Directed	1
524	18589	Directed	1
7750	18590	Directed	1
18591	18590	Directed	1
706	18592	Directed	1
3062	18592	Directed	1
3259	18593	Directed	1
1861	18593	Directed	1
18595	18594	Directed	1
267	18594	Directed	1
2086	18594	Directed	1
82	18596	Directed	1
17661	18596	Directed	1
3145	18597	Directed	1
646	18597	Directed	1
8114	18598	Directed	1
934	18598	Directed	1
530	18599	Directed	1
3747	18599	Directed	1
18601	18600	Directed	1
3707	18600	Directed	1
238	18602	Directed	1
478	18602	Directed	1
3195	18603	Directed	1
1444	18603	Directed	1
3330	18604	Directed	1
18605	18604	Directed	1
707	18606	Directed	1
1079	18606	Directed	1
706	18607	Directed	1
4995	18607	Directed	1
530	18608	Directed	1
16885	18608	Directed	1
530	18609	Directed	1
664	18609	Directed	1
530	18610	Directed	1
18611	18610	Directed	1
681	18612	Directed	1
18613	18612	Directed	1
1392	18614	Directed	1
3080	18614	Directed	1
815	18615	Directed	1
1176	18615	Directed	1
538	18616	Directed	1
2931	18616	Directed	1
381	18617	Directed	1
816	18617	Directed	1
295	18618	Directed	1
2931	18618	Directed	1
1249	18619	Directed	1
18620	18619	Directed	1
295	18622	Directed	1
11058	18622	Directed	1
651	18624	Directed	1
18625	18624	Directed	1
18628	18627	Directed	1
18629	18627	Directed	1
238	18630	Directed	1
18631	18630	Directed	1
5275	18630	Directed	1
538	18632	Directed	1
11651	18632	Directed	1
295	18633	Directed	1
1449	18633	Directed	1
19	18634	Directed	1
18448	18634	Directed	1
651	18635	Directed	1
358	18635	Directed	1
706	18636	Directed	1
5702	18636	Directed	1
18638	18637	Directed	1
18639	18637	Directed	1
34	18640	Directed	1
18641	18640	Directed	1
8424	18642	Directed	1
286	18642	Directed	1
2	18643	Directed	1
13354	18643	Directed	1
302	18644	Directed	1
1058	18644	Directed	1
1283	18645	Directed	1
18646	18645	Directed	1
1802	18647	Directed	1
10247	18647	Directed	1
706	18648	Directed	1
1181	18648	Directed	1
295	18649	Directed	1
15450	18649	Directed	1
358	18650	Directed	1
18651	18650	Directed	1
779	18650	Directed	1
901	18652	Directed	1
6956	18652	Directed	1
295	18653	Directed	1
18654	18653	Directed	1
18656	18655	Directed	1
267	18655	Directed	1
706	18657	Directed	1
5687	18657	Directed	1
530	18659	Directed	1
18660	18659	Directed	1
18662	18661	Directed	1
18663	18661	Directed	1
706	18664	Directed	1
3143	18664	Directed	1
1069	18665	Directed	1
283	18665	Directed	1
1069	18666	Directed	1
31	18666	Directed	1
47	18667	Directed	1
60	18667	Directed	1
5190	18668	Directed	1
316	18668	Directed	1
3516	18669	Directed	1
121	18669	Directed	1
295	18670	Directed	1
4911	18670	Directed	1
706	18671	Directed	1
3023	18671	Directed	1
3145	18672	Directed	1
185	18672	Directed	1
760	18672	Directed	1
706	18673	Directed	1
3016	18673	Directed	1
18675	18674	Directed	1
2687	18674	Directed	1
295	18676	Directed	1
11575	18676	Directed	1
706	18677	Directed	1
3021	18677	Directed	1
235	18678	Directed	1
10284	18678	Directed	1
660	18679	Directed	1
7750	18679	Directed	1
530	18680	Directed	1
60	18680	Directed	1
1949	18681	Directed	1
39	18681	Directed	1
1949	18682	Directed	1
330	18682	Directed	1
3115	18684	Directed	1
60	18684	Directed	1
6817	18685	Directed	1
10312	18685	Directed	1
660	18686	Directed	1
18687	18686	Directed	1
3956	18688	Directed	1
3956	18688	Directed	1
7762	18689	Directed	1
3145	18689	Directed	1
5689	18690	Directed	1
651	18690	Directed	1
6626	18691	Directed	1
18692	18691	Directed	1
2726	18693	Directed	1
18694	18693	Directed	1
706	18695	Directed	1
5822	18695	Directed	1
18697	18696	Directed	1
39	18696	Directed	1
7005	18698	Directed	1
60	18698	Directed	1
18700	18699	Directed	1
18701	18699	Directed	1
31	12783	Directed	1
2358	12783	Directed	1
118	12783	Directed	1
582	18702	Directed	1
18703	18702	Directed	1
4278	18704	Directed	1
18705	18704	Directed	1
18707	18706	Directed	1
37	18706	Directed	1
3330	18708	Directed	1
1090	18708	Directed	1
273	18709	Directed	1
91	18709	Directed	1
3460	18710	Directed	1
88	18710	Directed	1
1513	18711	Directed	1
1514	18711	Directed	1
646	18711	Directed	1
2885	7994	Directed	1
2885	7994	Directed	1
5033	18713	Directed	1
360	18713	Directed	1
1444	18714	Directed	1
18715	18714	Directed	1
5914	18718	Directed	1
1224	18718	Directed	1
1651	18719	Directed	1
520	18719	Directed	1
47	18720	Directed	1
18721	18720	Directed	1
2897	18722	Directed	1
115	18722	Directed	1
31	18723	Directed	1
8994	18723	Directed	1
7551	18724	Directed	1
544	18724	Directed	1
2844	18725	Directed	1
749	18725	Directed	1
47	18727	Directed	1
8684	18727	Directed	1
17882	18729	Directed	1
16691	18729	Directed	1
34	18730	Directed	1
10538	18730	Directed	1
3330	18732	Directed	1
18733	18732	Directed	1
3402	18734	Directed	1
13080	18734	Directed	1
47	18735	Directed	1
111	18735	Directed	1
129	16888	Directed	1
2351	16888	Directed	1
129	16888	Directed	1
5914	18736	Directed	1
1416	18736	Directed	1
1249	18737	Directed	1
6805	18737	Directed	1
1022	18738	Directed	1
4662	18738	Directed	1
4552	18739	Directed	1
671	18739	Directed	1
118	18739	Directed	1
6376	18740	Directed	1
779	18740	Directed	1
17810	18741	Directed	1
14266	18741	Directed	1
18743	3365	Directed	1
185	3365	Directed	1
815	18744	Directed	1
18745	18744	Directed	1
192	18746	Directed	1
521	18746	Directed	1
1366	18747	Directed	1
11241	18747	Directed	1
1861	18748	Directed	1
1710	18748	Directed	1
267	18749	Directed	1
18750	18749	Directed	1
660	18751	Directed	1
6849	18751	Directed	1
3271	18752	Directed	1
707	18752	Directed	1
2627	18752	Directed	1
3195	18753	Directed	1
5193	18753	Directed	1
283	18755	Directed	1
13615	18755	Directed	1
221	18756	Directed	1
18757	18756	Directed	1
1373	18758	Directed	1
18759	18758	Directed	1
7740	18760	Directed	1
88	18760	Directed	1
26	18760	Directed	1
31	18761	Directed	1
1444	18761	Directed	1
3259	18762	Directed	1
309	18762	Directed	1
390	18763	Directed	1
82	18763	Directed	1
3259	18764	Directed	1
6146	18764	Directed	1
18346	18765	Directed	1
1802	18765	Directed	1
18767	18766	Directed	1
1802	18766	Directed	1
1635	18768	Directed	1
520	18768	Directed	1
2844	18769	Directed	1
13558	18769	Directed	1
489	18770	Directed	1
18771	18770	Directed	1
129	18772	Directed	1
15231	18772	Directed	1
129	18772	Directed	1
3330	18773	Directed	1
18774	18773	Directed	1
538	18776	Directed	1
4293	18776	Directed	1
390	18777	Directed	1
316	18777	Directed	1
538	18779	Directed	1
652	18779	Directed	1
1444	18780	Directed	1
18781	18780	Directed	1
295	18782	Directed	1
18783	18782	Directed	1
238	18784	Directed	1
17628	18784	Directed	1
2313	10708	Directed	1
368	10708	Directed	1
1283	18786	Directed	1
10605	18786	Directed	1
559	18787	Directed	1
934	18787	Directed	1
9049	18788	Directed	1
1259	18788	Directed	1
1283	18789	Directed	1
3734	18789	Directed	1
568	18791	Directed	1
18792	18791	Directed	1
1283	18793	Directed	1
8548	18793	Directed	1
71	18794	Directed	1
18795	18794	Directed	1
295	18796	Directed	1
2055	18796	Directed	1
3330	18797	Directed	1
18798	18797	Directed	1
273	18799	Directed	1
428	18799	Directed	1
31	18800	Directed	1
18801	18800	Directed	1
5914	18802	Directed	1
148	18802	Directed	1
660	18804	Directed	1
11575	18804	Directed	1
1444	18805	Directed	1
18806	18805	Directed	1
706	18807	Directed	1
5602	18807	Directed	1
390	18808	Directed	1
286	18808	Directed	1
12447	18809	Directed	1
2650	18809	Directed	1
5582	18810	Directed	1
725	18810	Directed	1
4293	18811	Directed	1
2055	18811	Directed	1
2594	18812	Directed	1
4966	18812	Directed	1
18814	18813	Directed	1
88	18813	Directed	1
1336	18816	Directed	1
9601	18816	Directed	1
2594	18817	Directed	1
5168	18817	Directed	1
4401	18818	Directed	1
15514	18818	Directed	1
538	18819	Directed	1
9925	18819	Directed	1
706	18820	Directed	1
7522	18820	Directed	1
706	18821	Directed	1
4966	18821	Directed	1
31	18822	Directed	1
10575	18822	Directed	1
660	18823	Directed	1
18824	18823	Directed	1
159	18825	Directed	1
1648	18825	Directed	1
706	18826	Directed	1
5168	18826	Directed	1
159	18827	Directed	1
3076	18827	Directed	1
134	18828	Directed	1
18829	18828	Directed	1
706	18830	Directed	1
2641	18830	Directed	1
3259	18831	Directed	1
18832	18831	Directed	1
134	18833	Directed	1
18834	18833	Directed	1
31	18835	Directed	1
17608	18835	Directed	1
706	18836	Directed	1
2630	18836	Directed	1
348	18837	Directed	1
111	18837	Directed	1
47	18839	Directed	1
7750	18839	Directed	1
47	18840	Directed	1
652	18840	Directed	1
3312	18842	Directed	1
148	18842	Directed	1
233	18843	Directed	1
82	18843	Directed	1
134	18844	Directed	1
15450	18844	Directed	1
1283	18845	Directed	1
1982	18845	Directed	1
577	18846	Directed	1
2104	18846	Directed	1
7762	18847	Directed	1
888	18847	Directed	1
134	18848	Directed	1
18849	18848	Directed	1
706	18850	Directed	1
2500	18850	Directed	1
1094	18852	Directed	1
360	18852	Directed	1
706	18853	Directed	1
18854	18853	Directed	1
547	18855	Directed	1
18307	18855	Directed	1
267	18856	Directed	1
18857	18856	Directed	1
3259	18858	Directed	1
4296	18858	Directed	1
134	18859	Directed	1
11058	18859	Directed	1
1094	18860	Directed	1
779	18860	Directed	1
18862	18861	Directed	1
148	18861	Directed	1
134	18863	Directed	1
1449	18863	Directed	1
10302	18864	Directed	1
18865	18864	Directed	1
2844	18866	Directed	1
1108	18866	Directed	1
6396	18867	Directed	1
1249	18867	Directed	1
1069	18868	Directed	1
17050	18868	Directed	1
3259	18869	Directed	1
10447	18869	Directed	1
1283	18870	Directed	1
6922	18870	Directed	1
706	18871	Directed	1
7644	18871	Directed	1
12996	18872	Directed	1
689	18872	Directed	1
4497	18873	Directed	1
1249	18873	Directed	1
134	18874	Directed	1
2931	18874	Directed	1
290	18875	Directed	1
646	18875	Directed	1
3553	18876	Directed	1
120	18876	Directed	1
47	18877	Directed	1
9925	18877	Directed	1
547	18878	Directed	1
9368	18878	Directed	1
355	18879	Directed	1
18880	18879	Directed	1
47	18881	Directed	1
1467	18881	Directed	1
2562	18882	Directed	1
1956	18882	Directed	1
181	18882	Directed	1
5914	18884	Directed	1
337	18884	Directed	1
706	18885	Directed	1
1377	18885	Directed	1
1057	18886	Directed	1
18887	18886	Directed	1
34	18888	Directed	1
3963	18888	Directed	1
3259	18889	Directed	1
4029	18889	Directed	1
621	18890	Directed	1
235	18890	Directed	1
2165	18890	Directed	1
14221	18891	Directed	1
60	18891	Directed	1
3874	18892	Directed	1
18893	18892	Directed	1
381	18894	Directed	1
18895	18894	Directed	1
6849	18896	Directed	1
11304	18896	Directed	1
706	18897	Directed	1
4203	18897	Directed	1
815	18898	Directed	1
9344	18898	Directed	1
348	18899	Directed	1
8684	18899	Directed	1
31	18900	Directed	1
235	18900	Directed	1
18901	18900	Directed	1
484	18902	Directed	1
5448	18902	Directed	1
135	18903	Directed	1
526	18903	Directed	1
221	18904	Directed	1
521	18904	Directed	1
31	18905	Directed	1
18906	18905	Directed	1
706	18907	Directed	1
18908	18907	Directed	1
706	18909	Directed	1
18910	18909	Directed	1
34	18912	Directed	1
12294	18912	Directed	1
12643	18913	Directed	1
707	18913	Directed	1
18914	18913	Directed	1
134	18915	Directed	1
453	18915	Directed	1
706	18916	Directed	1
8537	18916	Directed	1
18918	18917	Directed	1
1249	18917	Directed	1
1128	18919	Directed	1
181	18919	Directed	1
18921	18920	Directed	1
391	18920	Directed	1
559	18923	Directed	1
267	18923	Directed	1
901	247	Directed	1
901	247	Directed	1
2844	18925	Directed	1
561	18925	Directed	1
5463	18926	Directed	1
1249	18926	Directed	1
6191	18927	Directed	1
267	18927	Directed	1
18928	18927	Directed	1
2687	18929	Directed	1
187	18929	Directed	1
18930	18929	Directed	1
3312	18931	Directed	1
18932	18931	Directed	1
706	18933	Directed	1
18934	18933	Directed	1
489	18935	Directed	1
4708	18935	Directed	1
18936	18935	Directed	1
494	18937	Directed	1
18938	18937	Directed	1
577	18939	Directed	1
1802	18939	Directed	1
31	18940	Directed	1
18941	18940	Directed	1
3330	18942	Directed	1
15021	18942	Directed	1
16658	18944	Directed	1
1316	18944	Directed	1
2029	18945	Directed	1
286	18945	Directed	1
18947	18946	Directed	1
3553	18946	Directed	1
660	18948	Directed	1
6356	18948	Directed	1
47	18949	Directed	1
18292	18949	Directed	1
134	18950	Directed	1
18951	18950	Directed	1
646	14607	Directed	1
5048	14607	Directed	1
4666	18953	Directed	1
26	18953	Directed	1
7915	18954	Directed	1
7069	18954	Directed	1
3354	18955	Directed	1
13080	18955	Directed	1
82	18956	Directed	1
18957	18956	Directed	1
5914	18959	Directed	1
1212	18959	Directed	1
238	18960	Directed	1
18961	18960	Directed	1
2726	18962	Directed	1
17729	18962	Directed	1
538	18963	Directed	1
318	18963	Directed	1
1645	18965	Directed	1
18966	18965	Directed	1
4318	18967	Directed	1
1693	18967	Directed	1
2844	18968	Directed	1
1416	18968	Directed	1
3271	18969	Directed	1
3271	18969	Directed	1
134	18970	Directed	1
8684	18970	Directed	1
1022	18972	Directed	1
7934	18972	Directed	1
5033	18973	Directed	1
583	18973	Directed	1
8	18974	Directed	1
18975	18974	Directed	1
1861	18976	Directed	1
631	18976	Directed	1
668	18976	Directed	1
1310	18977	Directed	1
18978	18977	Directed	1
706	18979	Directed	1
3723	18979	Directed	1
706	18980	Directed	1
18981	18980	Directed	1
1392	18982	Directed	1
5448	18982	Directed	1
2844	18983	Directed	1
362	18983	Directed	1
1861	18984	Directed	1
631	18984	Directed	1
12183	18984	Directed	1
4401	18985	Directed	1
707	18985	Directed	1
4544	18985	Directed	1
4038	18986	Directed	1
88	18986	Directed	1
2844	18987	Directed	1
115	18987	Directed	1
521	18988	Directed	1
18989	18988	Directed	1
134	18990	Directed	1
111	18990	Directed	1
193	18991	Directed	1
2432	18991	Directed	1
1100	18992	Directed	1
3892	18992	Directed	1
185	18992	Directed	1
134	18993	Directed	1
7371	18993	Directed	1
7762	18994	Directed	1
934	18994	Directed	1
3145	18995	Directed	1
1693	18995	Directed	1
18997	18996	Directed	1
409	18996	Directed	1
1785	18998	Directed	1
18999	18998	Directed	1
368	19000	Directed	1
6800	19000	Directed	1
4383	19001	Directed	1
2850	19001	Directed	1
706	19002	Directed	1
432	19002	Directed	1
706	19003	Directed	1
19004	19003	Directed	1
159	19005	Directed	1
2956	19005	Directed	1
4383	19008	Directed	1
2261	19008	Directed	1
2844	19010	Directed	1
316	19010	Directed	1
2844	19012	Directed	1
416	19012	Directed	1
4619	19013	Directed	1
1467	19013	Directed	1
4383	19014	Directed	1
623	19014	Directed	1
4383	19017	Directed	1
7216	19017	Directed	1
2718	19018	Directed	1
2170	19018	Directed	1
706	19019	Directed	1
3915	19019	Directed	1
82	19020	Directed	1
4293	19020	Directed	1
181	19020	Directed	1
4383	19021	Directed	1
602	19021	Directed	1
3145	19022	Directed	1
1650	19022	Directed	1
3553	19023	Directed	1
267	19023	Directed	1
3378	19024	Directed	1
646	19024	Directed	1
163	19025	Directed	1
1195	19025	Directed	1
316	19026	Directed	1
19027	19026	Directed	1
4383	19028	Directed	1
1010	19028	Directed	1
707	4696	Directed	1
72	4696	Directed	1
19030	19029	Directed	1
360	19029	Directed	1
3808	19031	Directed	1
520	19031	Directed	1
848	19032	Directed	1
1043	19032	Directed	1
1732	19033	Directed	1
14623	19033	Directed	1
418	19034	Directed	1
19035	19034	Directed	1
348	19036	Directed	1
7750	19036	Directed	1
19038	19037	Directed	1
19039	19037	Directed	1
1316	19037	Directed	1
3378	19040	Directed	1
1325	19040	Directed	1
7551	19041	Directed	1
148	19041	Directed	1
159	19042	Directed	1
2834	19042	Directed	1
530	19043	Directed	1
18292	19043	Directed	1
19045	19044	Directed	1
631	19044	Directed	1
82	19046	Directed	1
19047	19046	Directed	1
533	19048	Directed	1
1379	19048	Directed	1
2128	19049	Directed	1
330	19049	Directed	1
706	19050	Directed	1
19051	19050	Directed	1
5463	19052	Directed	1
10389	19052	Directed	1
19054	19053	Directed	1
19055	19053	Directed	1
4617	19056	Directed	1
583	19056	Directed	1
273	19057	Directed	1
3747	19057	Directed	1
706	19058	Directed	1
19059	19058	Directed	1
4383	19060	Directed	1
19061	19060	Directed	1
3312	19062	Directed	1
3312	19062	Directed	1
4383	19063	Directed	1
1778	19063	Directed	1
3259	19064	Directed	1
19065	19064	Directed	1
3808	19066	Directed	1
3892	19066	Directed	1
4383	19067	Directed	1
2323	19067	Directed	1
3378	19068	Directed	1
187	19068	Directed	1
4383	19069	Directed	1
2179	19069	Directed	1
707	19070	Directed	1
19071	19070	Directed	1
19073	19072	Directed	1
19073	19072	Directed	1
19073	19072	Directed	1
4383	19074	Directed	1
6520	19074	Directed	1
631	19075	Directed	1
40	19075	Directed	1
646	19075	Directed	1
706	19076	Directed	1
2938	19076	Directed	1
8119	19077	Directed	1
1249	19077	Directed	1
706	19078	Directed	1
6506	19078	Directed	1
5899	19079	Directed	1
2882	19079	Directed	1
4383	19080	Directed	1
19081	19080	Directed	1
267	19082	Directed	1
19083	19082	Directed	1
1259	19084	Directed	1
19085	19084	Directed	1
908	19086	Directed	1
526	19086	Directed	1
3145	19087	Directed	1
646	19087	Directed	1
4383	19088	Directed	1
351	19088	Directed	1
4383	19089	Directed	1
2207	19089	Directed	1
706	19090	Directed	1
19091	19090	Directed	1
706	19092	Directed	1
19093	19092	Directed	1
34	19094	Directed	1
19095	19094	Directed	1
2844	19096	Directed	1
52	19096	Directed	1
355	19097	Directed	1
1861	19097	Directed	1
88	19097	Directed	1
4383	19098	Directed	1
154	19098	Directed	1
4383	19099	Directed	1
6121	19099	Directed	1
707	19100	Directed	1
631	19100	Directed	1
1296	19100	Directed	1
2844	19101	Directed	1
82	19101	Directed	1
4383	19102	Directed	1
5149	19102	Directed	1
706	19103	Directed	1
19104	19103	Directed	1
571	19105	Directed	1
121	19105	Directed	1
134	19106	Directed	1
19107	19106	Directed	1
291	19108	Directed	1
7845	19108	Directed	1
707	19109	Directed	1
1866	19109	Directed	1
19111	19110	Directed	1
60	19110	Directed	1
39	19112	Directed	1
707	19113	Directed	1
235	19113	Directed	1
19115	19114	Directed	1
324	19114	Directed	1
196	19116	Directed	1
235	19116	Directed	1
4383	19117	Directed	1
