Source	Target	Type	Weight
47	1221	Directed	1
251	1224	Directed	1
32	1224	Directed	1
251	1224	Directed	1
164	1224	Directed	1
448	1226	Directed	1
1227	1226	Directed	1
1229	1228	Directed	1
1230	1228	Directed	1
187	1231	Directed	1
40	1231	Directed	1
43	1231	Directed	1
38	1233	Directed	1
179	1233	Directed	1
12	1233	Directed	1
8	1234	Directed	1
390	1234	Directed	1
248	1234	Directed	1
8	1236	Directed	1
1237	1236	Directed	1
61	1238	Directed	1
1239	1238	Directed	1
331	1240	Directed	1
43	1240	Directed	1
700	1241	Directed	1
47	1241	Directed	1
3	1242	Directed	1
1058	1242	Directed	1
956	1244	Directed	1
132	1244	Directed	1
8	1244	Directed	1
457	1245	Directed	1
348	1245	Directed	1
8	1245	Directed	1
61	1246	Directed	1
1247	1246	Directed	1
51	1248	Directed	1
12	1248	Directed	1
901	1249	Directed	1
1250	1249	Directed	1
8	1251	Directed	1
1252	1251	Directed	1
78	1253	Directed	1
31	1253	Directed	1
1114	1253	Directed	1
527	1254	Directed	1
91	1254	Directed	1
61	1255	Directed	1
1256	1255	Directed	1
1258	1257	Directed	1
1259	1257	Directed	1
61	1260	Directed	1
1261	1260	Directed	1
1266	1265	Directed	1
1267	1265	Directed	1
720	1268	Directed	1
361	1268	Directed	1
1270	1269	Directed	1
1271	1269	Directed	1
8	1272	Directed	1
1178	1272	Directed	1
61	1273	Directed	1
1274	1273	Directed	1
61	1275	Directed	1
1276	1275	Directed	1
61	1277	Directed	1
1278	1277	Directed	1
61	1279	Directed	1
1280	1279	Directed	1
81	1282	Directed	1
58	1282	Directed	1
299	1282	Directed	1
14	1283	Directed	1
1284	1283	Directed	1
61	1285	Directed	1
179	1285	Directed	1
8	1286	Directed	1
28	1286	Directed	1
29	1286	Directed	1
8	1287	Directed	1
256	1287	Directed	1
1258	1288	Directed	1
1289	1288	Directed	1
1291	1290	Directed	1
1292	1290	Directed	1
8	1293	Directed	1
1047	1293	Directed	1
61	1294	Directed	1
1295	1294	Directed	1
8	1296	Directed	1
1297	1296	Directed	1
91	1298	Directed	1
768	1298	Directed	1
1301	1300	Directed	1
132	1300	Directed	1
61	1302	Directed	1
54	1302	Directed	1
61	1303	Directed	1
59	1303	Directed	1
3	1304	Directed	1
118	1304	Directed	1
181	1304	Directed	1
8	1305	Directed	1
7	1305	Directed	1
58	1307	Directed	1
43	1307	Directed	1
993	1308	Directed	1
12	1308	Directed	1
247	1309	Directed	1
905	1309	Directed	1
58	1310	Directed	1
1311	1310	Directed	1
1315	1314	Directed	1
47	1314	Directed	1
61	1316	Directed	1
1317	1316	Directed	1
239	1319	Directed	1
47	1319	Directed	1
8	1320	Directed	1
24	1320	Directed	1
781	1320	Directed	1
7	1321	Directed	1
316	1321	Directed	1
8	1322	Directed	1
1210	1322	Directed	1
47	1322	Directed	1
1324	1323	Directed	1
47	1323	Directed	1
61	1325	Directed	1
204	1325	Directed	1
3	1326	Directed	1
21	1326	Directed	1
901	1327	Directed	1
251	1327	Directed	1
79	1327	Directed	1
446	1328	Directed	1
1329	1328	Directed	1
14	1330	Directed	1
118	1330	Directed	1
586	1330	Directed	1
8	1330	Directed	1
73	1331	Directed	1
1332	1331	Directed	1
29	1331	Directed	1
61	1333	Directed	1
1334	1333	Directed	1
14	1335	Directed	1
720	1335	Directed	1
8	1335	Directed	1
14	1336	Directed	1
1162	1336	Directed	1
61	1337	Directed	1
1338	1337	Directed	1
61	1339	Directed	1
1340	1339	Directed	1
61	1341	Directed	1
1342	1341	Directed	1
61	1343	Directed	1
1075	1343	Directed	1
763	1344	Directed	1
47	1344	Directed	1
61	1345	Directed	1
234	1345	Directed	1
1347	1346	Directed	1
164	1346	Directed	1
1349	1348	Directed	1
8	1348	Directed	1
8	1348	Directed	1
61	1350	Directed	1
1351	1350	Directed	1
1353	1352	Directed	1
29	1352	Directed	1
1355	1354	Directed	1
342	1354	Directed	1
8	1354	Directed	1
61	1356	Directed	1
1357	1356	Directed	1
234	1358	Directed	1
69	1358	Directed	1
61	1359	Directed	1
1360	1359	Directed	1
61	1361	Directed	1
1362	1361	Directed	1
61	1363	Directed	1
153	1363	Directed	1
8	1364	Directed	1
1262	1364	Directed	1
8	1365	Directed	1
1366	1365	Directed	1
12	1365	Directed	1
61	1367	Directed	1
1368	1367	Directed	1
115	1369	Directed	1
794	1369	Directed	1
61	1370	Directed	1
1371	1370	Directed	1
61	1373	Directed	1
1374	1373	Directed	1
12	1375	Directed	1
12	1375	Directed	1
91	1376	Directed	1
1377	1376	Directed	1
517	1378	Directed	1
1379	1378	Directed	1
171	1378	Directed	1
654	1378	Directed	1
61	1380	Directed	1
251	1380	Directed	1
69	1380	Directed	1
1035	1381	Directed	1
1382	1381	Directed	1
31	1381	Directed	1
61	1383	Directed	1
366	1383	Directed	1
8	1384	Directed	1
608	1384	Directed	1
14	1385	Directed	1
1008	1385	Directed	1
61	1386	Directed	1
1347	1386	Directed	1
1035	1387	Directed	1
1382	1387	Directed	1
930	1389	Directed	1
69	1389	Directed	1
8	1390	Directed	1
575	1390	Directed	1
8	1391	Directed	1
1392	1391	Directed	1
247	1393	Directed	1
78	1393	Directed	1
61	1394	Directed	1
12	1394	Directed	1
12	1396	Directed	1
8	1396	Directed	1
1371	1397	Directed	1
31	1397	Directed	1
58	1398	Directed	1
1399	1398	Directed	1
132	1400	Directed	1
8	1400	Directed	1
1291	1400	Directed	1
1292	1400	Directed	1
38	1401	Directed	1
8	1401	Directed	1
626	1401	Directed	1
14	1402	Directed	1
197	1402	Directed	1
3	1402	Directed	1
14	1404	Directed	1
691	1404	Directed	1
61	1405	Directed	1
1406	1405	Directed	1
61	1408	Directed	1
1409	1408	Directed	1
314	1410	Directed	1
971	1410	Directed	1
55	1413	Directed	1
47	1413	Directed	1
8	1415	Directed	1
588	1415	Directed	1
930	1416	Directed	1
8	1416	Directed	1
8	1417	Directed	1
426	1417	Directed	1
61	1418	Directed	1
316	1418	Directed	1
69	1418	Directed	1
990	1419	Directed	1
990	1419	Directed	1
990	1419	Directed	1
40	1419	Directed	1
81	1420	Directed	1
58	1420	Directed	1
1422	1421	Directed	1
43	1421	Directed	1
14	1423	Directed	1
1012	1423	Directed	1
61	1424	Directed	1
1425	1424	Directed	1
61	1428	Directed	1
1429	1428	Directed	1
8	1430	Directed	1
49	1430	Directed	1
61	1431	Directed	1
1432	1431	Directed	1
61	1435	Directed	1
1436	1435	Directed	1
8	1437	Directed	1
509	1437	Directed	1
1439	1438	Directed	1
12	1438	Directed	1
61	1440	Directed	1
1441	1440	Directed	1
930	1442	Directed	1
132	1442	Directed	1
61	1443	Directed	1
1444	1443	Directed	1
14	1445	Directed	1
1301	1445	Directed	1
132	1445	Directed	1
61	1446	Directed	1
1447	1446	Directed	1
216	1448	Directed	1
606	1448	Directed	1
61	1449	Directed	1
1450	1449	Directed	1
8	1451	Directed	1
212	1451	Directed	1
61	1452	Directed	1
1453	1452	Directed	1
61	1454	Directed	1
1455	1454	Directed	1
14	1456	Directed	1
1457	1456	Directed	1
116	1458	Directed	1
1459	1458	Directed	1
132	1458	Directed	1
61	1460	Directed	1
1461	1460	Directed	1
61	1462	Directed	1
1463	1462	Directed	1
14	1464	Directed	1
965	1464	Directed	1
8	1465	Directed	1
646	1465	Directed	1
8	1466	Directed	1
541	1466	Directed	1
636	1467	Directed	1
43	1467	Directed	1
1469	1468	Directed	1
105	1468	Directed	1
61	1470	Directed	1
175	1470	Directed	1
448	1472	Directed	1
171	1472	Directed	1
179	1472	Directed	1
61	1473	Directed	1
866	1473	Directed	1
31	1474	Directed	1
316	1474	Directed	1
69	1474	Directed	1
61	1475	Directed	1
350	1475	Directed	1
61	1476	Directed	1
1477	1476	Directed	1
61	1478	Directed	1
1479	1478	Directed	1
8	1480	Directed	1
58	1480	Directed	1
12	1480	Directed	1
8	1481	Directed	1
35	1481	Directed	1
690	1481	Directed	1
720	1482	Directed	1
1263	1482	Directed	1
61	1483	Directed	1
1484	1483	Directed	1
61	1485	Directed	1
1486	1485	Directed	1
61	1487	Directed	1
891	1487	Directed	1
720	1488	Directed	1
8	1488	Directed	1
8	1488	Directed	1
383	1488	Directed	1
383	1488	Directed	1
219	1488	Directed	1
8	1489	Directed	1
278	1489	Directed	1
8	1490	Directed	1
1491	1490	Directed	1
171	1492	Directed	1
1493	1492	Directed	1
8	1494	Directed	1
287	1494	Directed	1
116	1495	Directed	1
1447	1495	Directed	1
14	1496	Directed	1
145	1496	Directed	1
146	1496	Directed	1
32	1496	Directed	1
61	1497	Directed	1
1498	1497	Directed	1
1500	1499	Directed	1
12	1499	Directed	1
91	1501	Directed	1
251	1501	Directed	1
561	1501	Directed	1
61	1502	Directed	1
38	1502	Directed	1
179	1502	Directed	1
8	1503	Directed	1
730	1503	Directed	1
1505	1504	Directed	1
115	1504	Directed	1
794	1504	Directed	1
8	1506	Directed	1
32	1506	Directed	1
251	1506	Directed	1
1507	1506	Directed	1
1068	1508	Directed	1
219	1508	Directed	1
61	1509	Directed	1
690	1509	Directed	1
8	1510	Directed	1
745	1510	Directed	1
8	1511	Directed	1
1512	1511	Directed	1
8	1513	Directed	1
905	1513	Directed	1
8	1514	Directed	1
314	1514	Directed	1
739	1514	Directed	1
739	1514	Directed	1
61	1515	Directed	1
1516	1515	Directed	1
61	1517	Directed	1
1518	1517	Directed	1
61	1519	Directed	1
269	1519	Directed	1
116	1520	Directed	1
350	1520	Directed	1
1522	1521	Directed	1
43	1521	Directed	1
61	1523	Directed	1
1524	1523	Directed	1
61	1525	Directed	1
946	1525	Directed	1
61	1526	Directed	1
1527	1526	Directed	1
61	1528	Directed	1
1529	1528	Directed	1
61	1530	Directed	1
1531	1530	Directed	1
61	1532	Directed	1
1533	1532	Directed	1
14	1534	Directed	1
816	1534	Directed	1
8	1535	Directed	1
1536	1535	Directed	1
47	1535	Directed	1
262	1537	Directed	1
1538	1537	Directed	1
61	1539	Directed	1
1540	1539	Directed	1
61	1541	Directed	1
656	1541	Directed	1
8	1544	Directed	1
1545	1544	Directed	1
61	1546	Directed	1
1547	1546	Directed	1
61	1548	Directed	1
1549	1548	Directed	1
8	1550	Directed	1
1551	1550	Directed	1
1553	1552	Directed	1
43	1552	Directed	1
61	1554	Directed	1
1555	1554	Directed	1
8	1556	Directed	1
1557	1556	Directed	1
61	1558	Directed	1
40	1558	Directed	1
1560	1559	Directed	1
667	1559	Directed	1
61	1561	Directed	1
1562	1561	Directed	1
116	1563	Directed	1
1564	1563	Directed	1
61	1565	Directed	1
1566	1565	Directed	1
8	1567	Directed	1
1568	1567	Directed	1
61	1569	Directed	1
1324	1569	Directed	1
8	1570	Directed	1
24	1570	Directed	1
8	1570	Directed	1
61	1571	Directed	1
69	1571	Directed	1
14	1572	Directed	1
1434	1572	Directed	1
61	1574	Directed	1
1068	1574	Directed	1
14	1575	Directed	1
1388	1575	Directed	1
573	1576	Directed	1
8	1576	Directed	1
573	1576	Directed	1
8	1576	Directed	1
78	1577	Directed	1
796	1577	Directed	1
47	1577	Directed	1
316	1578	Directed	1
316	1578	Directed	1
8	1579	Directed	1
511	1579	Directed	1
43	1580	Directed	1
32	1580	Directed	1
567	1581	Directed	1
448	1581	Directed	1
31	1581	Directed	1
1583	1582	Directed	1
1584	1582	Directed	1
116	1585	Directed	1
1586	1585	Directed	1
8	1587	Directed	1
1588	1587	Directed	1
875	1589	Directed	1
1590	1589	Directed	1
8	1591	Directed	1
406	1591	Directed	1
1349	1592	Directed	1
342	1592	Directed	1
8	1592	Directed	1
14	1593	Directed	1
38	1593	Directed	1
32	1593	Directed	1
251	1593	Directed	1
633	1593	Directed	1
8	1593	Directed	1
91	1594	Directed	1
115	1594	Directed	1
32	1594	Directed	1
1596	1595	Directed	1
12	1595	Directed	1
8	1597	Directed	1
415	1597	Directed	1
371	1598	Directed	1
43	1598	Directed	1
61	1599	Directed	1
1600	1599	Directed	1
8	1601	Directed	1
417	1601	Directed	1
337	1602	Directed	1
971	1602	Directed	1
3	1603	Directed	1
427	1603	Directed	1
8	1605	Directed	1
1606	1605	Directed	1
61	1607	Directed	1
1608	1607	Directed	1
61	1609	Directed	1
1610	1609	Directed	1
8	1611	Directed	1
19	1611	Directed	1
23	1612	Directed	1
24	1612	Directed	1
667	1612	Directed	1
1267	1613	Directed	1
754	1613	Directed	1
8	1614	Directed	1
1615	1614	Directed	1
19	1616	Directed	1
47	1616	Directed	1
61	1617	Directed	1
1618	1617	Directed	1
61	1620	Directed	1
1621	1620	Directed	1
31	1622	Directed	1
1114	1622	Directed	1
116	1623	Directed	1
1624	1623	Directed	1
8	1625	Directed	1
758	1625	Directed	1
654	1626	Directed	1
654	1626	Directed	1
448	1626	Directed	1
8	1626	Directed	1
8	1627	Directed	1
1628	1627	Directed	1
8	1629	Directed	1
1630	1629	Directed	1
61	1631	Directed	1
1632	1631	Directed	1
1634	1633	Directed	1
43	1633	Directed	1
61	1635	Directed	1
1636	1635	Directed	1
61	1637	Directed	1
1638	1637	Directed	1
70	1640	Directed	1
260	1640	Directed	1
118	1640	Directed	1
713	1641	Directed	1
43	1641	Directed	1
61	1642	Directed	1
224	1642	Directed	1
61	1643	Directed	1
1644	1643	Directed	1
61	1645	Directed	1
1646	1645	Directed	1
1407	1647	Directed	1
1312	1647	Directed	1
61	1648	Directed	1
1649	1648	Directed	1
61	1650	Directed	1
1651	1650	Directed	1
61	1652	Directed	1
1653	1652	Directed	1
61	1654	Directed	1
1655	1654	Directed	1
448	1656	Directed	1
171	1656	Directed	1
608	1656	Directed	1
31	1657	Directed	1
35	1657	Directed	1
1658	1657	Directed	1
14	1660	Directed	1
1372	1660	Directed	1
61	1661	Directed	1
1662	1661	Directed	1
8	1663	Directed	1
1664	1663	Directed	1
61	1665	Directed	1
1666	1665	Directed	1
375	1667	Directed	1
8	1667	Directed	1
376	1667	Directed	1
8	1667	Directed	1
3	1668	Directed	1
478	1668	Directed	1
61	1669	Directed	1
132	1669	Directed	1
61	1670	Directed	1
121	1670	Directed	1
61	1671	Directed	1
1672	1671	Directed	1
8	1673	Directed	1
941	1673	Directed	1
171	1674	Directed	1
179	1674	Directed	1
8	1675	Directed	1
355	1675	Directed	1
69	1676	Directed	1
69	1676	Directed	1
61	1677	Directed	1
1678	1677	Directed	1
633	1679	Directed	1
8	1679	Directed	1
61	1680	Directed	1
1139	1680	Directed	1
14	1681	Directed	1
653	1681	Directed	1
61	1682	Directed	1
1683	1682	Directed	1
8	1684	Directed	1
1685	1684	Directed	1
8	1686	Directed	1
1687	1686	Directed	1
61	1688	Directed	1
429	1688	Directed	1
69	1689	Directed	1
69	1689	Directed	1
69	1689	Directed	1
43	1689	Directed	1
61	1690	Directed	1
1691	1690	Directed	1
8	1692	Directed	1
895	1692	Directed	1
316	1693	Directed	1
69	1693	Directed	1
1694	1693	Directed	1
1696	1695	Directed	1
12	1695	Directed	1
14	1697	Directed	1
8	1697	Directed	1
19	1697	Directed	1
8	1698	Directed	1
899	1698	Directed	1
1182	1699	Directed	1
219	1699	Directed	1
251	1699	Directed	1
32	1699	Directed	1
8	1700	Directed	1
728	1700	Directed	1
14	1701	Directed	1
897	1701	Directed	1
1068	1702	Directed	1
29	1702	Directed	1
457	1703	Directed	1
8	1703	Directed	1
8	1704	Directed	1
651	1704	Directed	1
61	1705	Directed	1
1706	1705	Directed	1
1266	1707	Directed	1
132	1707	Directed	1
116	1708	Directed	1
1655	1708	Directed	1
61	1709	Directed	1
1710	1709	Directed	1
8	1711	Directed	1
1712	1711	Directed	1
78	1711	Directed	1
1714	1713	Directed	1
47	1713	Directed	1
1243	1715	Directed	1
43	1715	Directed	1
29	1716	Directed	1
32	1716	Directed	1
58	1717	Directed	1
1718	1717	Directed	1
61	1719	Directed	1
1720	1719	Directed	1
14	1721	Directed	1
1306	1721	Directed	1
61	1722	Directed	1
1723	1722	Directed	1
38	1724	Directed	1
8	1724	Directed	1
553	1724	Directed	1
12	1724	Directed	1
8	1725	Directed	1
508	1725	Directed	1
61	1726	Directed	1
1658	1726	Directed	1
1728	1727	Directed	1
1538	1727	Directed	1
123	1729	Directed	1
124	1729	Directed	1
251	1730	Directed	1
448	1730	Directed	1
61	1731	Directed	1
1732	1731	Directed	1
61	1733	Directed	1
1734	1733	Directed	1
61	1735	Directed	1
1736	1735	Directed	1
8	1737	Directed	1
61	1737	Directed	1
1738	1737	Directed	1
1068	1739	Directed	1
12	1739	Directed	1
14	1740	Directed	1
1235	1740	Directed	1
3	1741	Directed	1
293	1741	Directed	1
606	1741	Directed	1
116	1742	Directed	1
145	1742	Directed	1
1743	1742	Directed	1
1745	1744	Directed	1
1538	1744	Directed	1
61	1746	Directed	1
1747	1746	Directed	1
1749	1748	Directed	1
316	1748	Directed	1
8	1750	Directed	1
642	1750	Directed	1
61	1751	Directed	1
1752	1751	Directed	1
61	1753	Directed	1
1754	1753	Directed	1
61	1755	Directed	1
720	1755	Directed	1
1263	1755	Directed	1
61	1756	Directed	1
1757	1756	Directed	1
14	1758	Directed	1
243	1758	Directed	1
14	1759	Directed	1
569	1759	Directed	1
61	1761	Directed	1
1762	1761	Directed	1
61	1763	Directed	1
1764	1763	Directed	1
61	1765	Directed	1
1766	1765	Directed	1
61	1767	Directed	1
1768	1767	Directed	1
61	1769	Directed	1
1770	1769	Directed	1
8	1771	Directed	1
1772	1771	Directed	1
8	1773	Directed	1
160	1773	Directed	1
251	1774	Directed	1
31	1774	Directed	1
8	1775	Directed	1
737	1775	Directed	1
171	1776	Directed	1
1777	1776	Directed	1
1412	1778	Directed	1
219	1778	Directed	1
61	1779	Directed	1
1780	1779	Directed	1
31	1781	Directed	1
1235	1781	Directed	1
8	1782	Directed	1
78	1782	Directed	1
1088	1782	Directed	1
1784	1783	Directed	1
47	1783	Directed	1
1786	1785	Directed	1
1786	1785	Directed	1
8	1787	Directed	1
812	1787	Directed	1
654	1788	Directed	1
224	1788	Directed	1
8	1788	Directed	1
70	1788	Directed	1
116	1789	Directed	1
118	1789	Directed	1
181	1789	Directed	1
1790	1789	Directed	1
8	1789	Directed	1
25	1791	Directed	1
43	1791	Directed	1
8	1792	Directed	1
8	1792	Directed	1
293	1792	Directed	1
61	1793	Directed	1
1794	1793	Directed	1
43	1793	Directed	1
14	1795	Directed	1
800	1795	Directed	1
14	1796	Directed	1
802	1796	Directed	1
61	1797	Directed	1
1794	1797	Directed	1
61	1798	Directed	1
1799	1798	Directed	1
1801	1800	Directed	1
8	1800	Directed	1
61	1802	Directed	1
1803	1802	Directed	1
116	1804	Directed	1
1805	1804	Directed	1
61	1806	Directed	1
1807	1806	Directed	1
61	1808	Directed	1
1809	1808	Directed	1
688	1810	Directed	1
43	1810	Directed	1
14	1811	Directed	1
1223	1811	Directed	1
14	1812	Directed	1
790	1812	Directed	1
14	1813	Directed	1
1220	1813	Directed	1
61	1814	Directed	1
1815	1814	Directed	1
8	1816	Directed	1
1817	1816	Directed	1
963	1818	Directed	1
91	1818	Directed	1
466	1819	Directed	1
164	1819	Directed	1
61	1820	Directed	1
1212	1820	Directed	1
116	1822	Directed	1
1762	1822	Directed	1
8	1823	Directed	1
320	1823	Directed	1
70	1823	Directed	1
8	1824	Directed	1
251	1824	Directed	1
1825	1824	Directed	1
31	1826	Directed	1
5	1826	Directed	1
8	1826	Directed	1
8	1826	Directed	1
82	1826	Directed	1
43	1827	Directed	1
293	1827	Directed	1
61	1828	Directed	1
1829	1828	Directed	1
205	1830	Directed	1
43	1830	Directed	1
61	1831	Directed	1
1832	1831	Directed	1
61	1833	Directed	1
1834	1833	Directed	1
61	1835	Directed	1
1836	1835	Directed	1
8	1837	Directed	1
115	1837	Directed	1
794	1837	Directed	1
116	1838	Directed	1
1524	1838	Directed	1
35	1839	Directed	1
1840	1839	Directed	1
61	1841	Directed	1
1842	1841	Directed	1
61	1844	Directed	1
1845	1844	Directed	1
132	1846	Directed	1
1847	1846	Directed	1
61	1848	Directed	1
1849	1848	Directed	1
132	1850	Directed	1
1851	1850	Directed	1
14	1852	Directed	1
1192	1852	Directed	1
61	1853	Directed	1
1634	1853	Directed	1
61	1854	Directed	1
1031	1854	Directed	1
61	1855	Directed	1
1856	1855	Directed	1
61	1857	Directed	1
1858	1857	Directed	1
61	1859	Directed	1
1860	1859	Directed	1
1459	1861	Directed	1
8	1861	Directed	1
14	1862	Directed	1
516	1862	Directed	1
69	1863	Directed	1
248	1863	Directed	1
38	1864	Directed	1
8	1864	Directed	1
171	1864	Directed	1
179	1864	Directed	1
61	1865	Directed	1
1866	1865	Directed	1
1868	1867	Directed	1
47	1867	Directed	1
8	1869	Directed	1
993	1869	Directed	1
3	1870	Directed	1
293	1870	Directed	1
254	1870	Directed	1
1872	1871	Directed	1
47	1871	Directed	1
337	1873	Directed	1
1874	1873	Directed	1
12	1873	Directed	1
704	1875	Directed	1
8	1875	Directed	1
704	1875	Directed	1
8	1875	Directed	1
383	1876	Directed	1
1493	1876	Directed	1
8	1877	Directed	1
1878	1877	Directed	1
61	1879	Directed	1
829	1879	Directed	1
61	1880	Directed	1
994	1880	Directed	1
38	1881	Directed	1
8	1881	Directed	1
553	1881	Directed	1
1883	1882	Directed	1
29	1882	Directed	1
274	1885	Directed	1
171	1885	Directed	1
293	1885	Directed	1
860	1885	Directed	1
276	1885	Directed	1
61	1886	Directed	1
667	1886	Directed	1
61	1887	Directed	1
1888	1887	Directed	1
8	1889	Directed	1
582	1889	Directed	1
61	1890	Directed	1
1891	1890	Directed	1
14	1892	Directed	1
1116	1892	Directed	1
61	1893	Directed	1
1894	1893	Directed	1
8	1896	Directed	1
871	1896	Directed	1
61	1897	Directed	1
1898	1897	Directed	1
383	1899	Directed	1
383	1899	Directed	1
61	1900	Directed	1
1901	1900	Directed	1
8	1902	Directed	1
704	1902	Directed	1
8	1902	Directed	1
720	1903	Directed	1
8	1903	Directed	1
8	1903	Directed	1
383	1903	Directed	1
383	1903	Directed	1
47	1903	Directed	1
14	1904	Directed	1
1125	1904	Directed	1
754	1905	Directed	1
183	1905	Directed	1
61	1906	Directed	1
1907	1906	Directed	1
61	1908	Directed	1
923	1908	Directed	1
14	1909	Directed	1
459	1909	Directed	1
61	1910	Directed	1
1911	1910	Directed	1
754	1912	Directed	1
1913	1912	Directed	1
14	1914	Directed	1
435	1914	Directed	1
8	1915	Directed	1
4	1915	Directed	1
8	1915	Directed	1
14	1916	Directed	1
1132	1916	Directed	1
91	1917	Directed	1
457	1917	Directed	1
35	1918	Directed	1
406	1918	Directed	1
8	1919	Directed	1
662	1919	Directed	1
8	1920	Directed	1
1921	1920	Directed	1
8	1922	Directed	1
640	1922	Directed	1
14	1923	Directed	1
1136	1923	Directed	1
118	1924	Directed	1
181	1924	Directed	1
1790	1924	Directed	1
116	1926	Directed	1
8	1926	Directed	1
248	1926	Directed	1
826	1927	Directed	1
12	1927	Directed	1
164	1928	Directed	1
667	1928	Directed	1
61	1929	Directed	1
1930	1929	Directed	1
1932	1931	Directed	1
43	1931	Directed	1
43	1931	Directed	1
606	1933	Directed	1
606	1933	Directed	1
14	1934	Directed	1
613	1934	Directed	1
8	1935	Directed	1
115	1935	Directed	1
754	1935	Directed	1
183	1935	Directed	1
61	1937	Directed	1
1938	1937	Directed	1
1940	1939	Directed	1
1941	1939	Directed	1
61	1942	Directed	1
1943	1942	Directed	1
61	1944	Directed	1
1945	1944	Directed	1
31	1946	Directed	1
132	1946	Directed	1
1847	1946	Directed	1
14	1947	Directed	1
1103	1947	Directed	1
14	1948	Directed	1
585	1948	Directed	1
1536	1949	Directed	1
47	1949	Directed	1
38	1950	Directed	1
293	1950	Directed	1
1085	1951	Directed	1
31	1951	Directed	1
14	1952	Directed	1
1113	1952	Directed	1
61	1953	Directed	1
1954	1953	Directed	1
1099	1955	Directed	1
713	1955	Directed	1
43	1955	Directed	1
61	1956	Directed	1
1957	1956	Directed	1
35	1958	Directed	1
485	1958	Directed	1
35	1959	Directed	1
508	1959	Directed	1
61	1960	Directed	1
1961	1960	Directed	1
61	1962	Directed	1
1963	1962	Directed	1
14	1964	Directed	1
8	1964	Directed	1
8	1964	Directed	1
58	1964	Directed	1
299	1964	Directed	1
171	1965	Directed	1
1966	1965	Directed	1
14	1968	Directed	1
1059	1968	Directed	1
14	1969	Directed	1
551	1969	Directed	1
35	1970	Directed	1
1971	1970	Directed	1
91	1972	Directed	1
251	1972	Directed	1
1825	1972	Directed	1
14	1973	Directed	1
606	1973	Directed	1
733	1974	Directed	1
734	1974	Directed	1
61	1975	Directed	1
1976	1975	Directed	1
61	1977	Directed	1
878	1977	Directed	1
23	1978	Directed	1
24	1978	Directed	1
366	1978	Directed	1
61	1979	Directed	1
11	1979	Directed	1
8	1980	Directed	1
1171	1980	Directed	1
3	1981	Directed	1
720	1981	Directed	1
725	1981	Directed	1
61	1982	Directed	1
733	1982	Directed	1
61	1983	Directed	1
1984	1983	Directed	1
43	1985	Directed	1
14	1985	Directed	1
43	1985	Directed	1
1524	1986	Directed	1
47	1986	Directed	1
14	1987	Directed	1
530	1987	Directed	1
8	1988	Directed	1
1989	1988	Directed	1
92	1990	Directed	1
12	1990	Directed	1
38	1991	Directed	1
571	1991	Directed	1
383	1991	Directed	1
61	1992	Directed	1
555	1992	Directed	1
8	1993	Directed	1
1127	1993	Directed	1
636	1994	Directed	1
12	1994	Directed	1
61	1995	Directed	1
323	1995	Directed	1
8	1996	Directed	1
226	1996	Directed	1
14	1997	Directed	1
171	1997	Directed	1
49	1997	Directed	1
1615	1998	Directed	1
164	1998	Directed	1
61	1999	Directed	1
263	1999	Directed	1
61	2000	Directed	1
2001	2000	Directed	1
61	2002	Directed	1
2003	2002	Directed	1
14	2005	Directed	1
295	2005	Directed	1
61	2006	Directed	1
2007	2006	Directed	1
14	2008	Directed	1
58	2008	Directed	1
12	2008	Directed	1
3	2009	Directed	1
316	2009	Directed	1
69	2009	Directed	1
61	2010	Directed	1
2011	2010	Directed	1
8	2012	Directed	1
2013	2012	Directed	1
8	2014	Directed	1
864	2014	Directed	1
61	2015	Directed	1
2016	2015	Directed	1
61	2017	Directed	1
2018	2017	Directed	1
61	2019	Directed	1
2020	2019	Directed	1
14	2021	Directed	1
289	2021	Directed	1
7	2022	Directed	1
8	2022	Directed	1
14	2023	Directed	1
271	2023	Directed	1
14	2024	Directed	1
359	2024	Directed	1
61	2025	Directed	1
2026	2025	Directed	1
8	2027	Directed	1
2028	2027	Directed	1
8	2029	Directed	1
19	2029	Directed	1
61	2030	Directed	1
1459	2030	Directed	1
61	2031	Directed	1
2032	2031	Directed	1
8	2033	Directed	1
267	2033	Directed	1
1132	2034	Directed	1
324	2034	Directed	1
489	2036	Directed	1
1566	2036	Directed	1
448	2037	Directed	1
2038	2037	Directed	1
2040	2039	Directed	1
2041	2039	Directed	1
8	2042	Directed	1
462	2042	Directed	1
8	2043	Directed	1
8	2043	Directed	1
58	2043	Directed	1
8	2044	Directed	1
8	2044	Directed	1
8	2044	Directed	1
8	2046	Directed	1
967	2046	Directed	1
8	2047	Directed	1
969	2047	Directed	1
14	2048	Directed	1
237	2048	Directed	1
608	2049	Directed	1
79	2049	Directed	1
2051	2050	Directed	1
47	2050	Directed	1
8	2053	Directed	1
437	2053	Directed	1
116	2054	Directed	1
1780	2054	Directed	1
1533	2055	Directed	1
47	2055	Directed	1
8	2056	Directed	1
118	2056	Directed	1
181	2056	Directed	1
2057	2056	Directed	1
92	2058	Directed	1
164	2058	Directed	1
8	2059	Directed	1
720	2059	Directed	1
8	2059	Directed	1
8	2060	Directed	1
251	2060	Directed	1
8	2060	Directed	1
38	2061	Directed	1
61	2061	Directed	1
2062	2061	Directed	1
14	2064	Directed	1
926	2064	Directed	1
61	2066	Directed	1
18	2066	Directed	1
19	2066	Directed	1
